id,brand_name,model,screen_size,price,release_year,operating_system,battery_capacity,ram,storage,camera_mp,front_camera_mp,refresh_rate,weight,thickness,body_material,chipset,gpu,dual_sim,network_support,bluetooth_version,wifi_version,usb_type,fast_charging,fingerprint_sensor
8889,OnePlus,OnePlus 10,5.92,29230,2021,Android,4973,8,64,12,32,60,211,9.2,Glass,Apple A16,Adreno 740,Yes,5G,5.0,WiFi 6,Type-C,33,No
8890,Samsung,Galaxy Note 20,5.56,57672,2023,Android,5106,8,256,64,32,120,166,6.9,Plastic,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.2,WiFi 6E,Type-C,33,No
8891,OnePlus,Nord CE 3,7.16,5459,2023,Android,4793,4,512,108,8,90,203,7.1,Glass,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.1,WiFi 6,Type-C,120,Yes
8892,Vivo,Vivo X80,7.09,39157,2015,Android,4124,4,256,64,32,120,197,9.0,Plastic,Apple A16,Adreno 740,Yes,4G,5.2,WiFi 6E,Type-C,67,No
8893,Nokia,Nokia G21,5.54,16242,2019,Android,5713,8,64,108,8,144,188,7.4,Glass,Apple A16,Mali-G710,No,4G,5.1,WiFi 5,Type-C,18,No
8894,OnePlus,OnePlus 9,5.59,25375,2020,Android,4059,8,64,64,8,90,163,8.8,Glass,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.2,WiFi 5,Type-C,33,No
8895,Samsung,Galaxy S22,6.31,117532,2015,Android,3621,6,512,12,16,144,162,7.2,Glass,Apple A16,Mali-G710,No,5G,5.2,WiFi 6,Type-C,33,Yes
8896,Xiaomi,Redmi Note 11,6.75,33774,2015,Android,4828,6,128,48,8,90,240,7.0,Metal,Apple A16,Apple GPU,No,5G,5.2,WiFi 6,Type-C,33,Yes
8897,Oppo,Oppo F21,5.52,6598,2024,Android,4855,8,128,64,16,120,198,7.2,Plastic,Apple A16,Mali-G710,No,4G,5.1,WiFi 6E,Type-C,33,Yes
8898,OnePlus,OnePlus 10,6.3,16539,2021,Android,4999,12,64,64,16,144,167,6.6,Metal,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.2,WiFi 6,Type-C,33,No
8899,Motorola,Moto G73,6.85,39296,2020,Android,3898,8,128,108,8,144,156,8.8,Glass,Dimensity 9000,Adreno 740,Yes,5G,5.1,WiFi 5,Type-C,33,Yes
8900,Samsung,Galaxy S21,5.77,42573,2016,Android,5115,8,128,108,16,60,204,6.7,Glass,Dimensity 9000,Apple GPU,Yes,5G,5.2,WiFi 6,Type-C,120,No
8901,Samsung,Galaxy S23,6.15,99846,2023,Android,5844,12,512,64,16,90,224,8.8,Glass,Apple A16,Apple GPU,Yes,4G,5.0,WiFi 6,Type-C,67,Yes
8902,Samsung,Galaxy A15,5.34,87962,2022,Android,5379,12,128,12,8,120,178,8.0,Plastic,Apple A16,Apple GPU,Yes,4G,5.2,WiFi 5,Type-C,18,No
8903,OnePlus,Nord CE 2,5.96,13163,2019,Android,4957,8,64,108,16,90,230,9.2,Plastic,Apple A16,Mali-G710,Yes,5G,5.2,WiFi 6,Type-C,120,No
8904,Xiaomi,Redmi Note 11,5.15,21960,2023,Android,3770,4,512,64,8,120,163,9.0,Plastic,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.1,WiFi 6E,Type-C,67,No
8905,Nokia,Nokia G21,7.17,18524,2017,Android,4148,12,256,64,8,144,230,8.9,Metal,Apple A16,Adreno 740,No,5G,5.2,WiFi 5,Type-C,33,Yes
8906,Nokia,Nokia G22,6.82,17277,2015,Android,5121,6,64,108,8,144,199,9.3,Glass,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.0,WiFi 6,Type-C,18,Yes
8907,Samsung,Galaxy S21,6.97,63109,2015,Android,4781,8,128,12,8,120,177,7.7,Glass,Dimensity 9000,Apple GPU,Yes,5G,5.0,WiFi 6E,Type-C,18,No
8908,Vivo,Vivo V25,5.99,40676,2023,Android,4375,12,64,48,16,60,222,9.1,Metal,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.2,WiFi 5,Type-C,33,No
8909,Xiaomi,Redmi Note 11,5.89,12363,2021,Android,4673,6,64,12,8,60,227,8.8,Glass,Apple A16,Apple GPU,No,5G,5.1,WiFi 5,Type-C,67,Yes
8910,Xiaomi,Redmi Note 12,6.62,20468,2016,Android,4205,8,128,108,8,144,204,8.9,Plastic,Apple A16,Mali-G710,No,4G,5.2,WiFi 5,Type-C,33,Yes
8911,Oppo,Oppo Reno 9,6.38,48429,2025,Android,4849,4,256,48,16,90,206,8.1,Metal,Dimensity 9000,Apple GPU,No,4G,5.0,WiFi 6,Type-C,33,Yes
8912,Nokia,Nokia X30,6.36,38683,2019,Android,3371,12,128,12,32,144,215,7.9,Glass,Dimensity 9000,Adreno 740,No,4G,5.1,WiFi 6,Type-C,33,Yes
8913,Samsung,Galaxy S21,5.29,100638,2016,Android,4412,6,64,108,8,144,204,7.7,Plastic,Apple A16,Mali-G710,Yes,4G,5.0,WiFi 5,Type-C,67,Yes
8914,Xiaomi,Mi 11,6.84,47068,2017,Android,5172,6,256,12,16,120,205,6.7,Metal,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.1,WiFi 6E,Type-C,33,Yes
8915,Motorola,Moto G84,5.77,5028,2017,Android,4206,6,64,12,32,120,234,7.2,Glass,Dimensity 9000,Apple GPU,No,4G,5.2,WiFi 6,Type-C,120,No
8916,Google,Pixel 8,5.47,26504,2016,Android,3214,4,128,64,16,144,159,6.8,Plastic,Apple A16,Mali-G710,Yes,4G,5.1,WiFi 6E,Type-C,120,No
8917,Oppo,Oppo Reno 8,5.1,37892,2015,Android,3234,6,64,12,32,120,199,7.5,Glass,Apple A16,Adreno 740,No,4G,5.1,WiFi 6,Type-C,18,No
8918,Vivo,Vivo Y75,6.33,53603,2023,Android,4796,6,64,48,32,60,163,7.7,Plastic,Dimensity 9000,Mali-G710,No,5G,5.2,WiFi 6E,Type-C,120,No
8919,Samsung,Galaxy S23,6.69,30792,2017,Android,4951,6,128,108,16,90,172,6.7,Plastic,Apple A16,Adreno 740,No,5G,5.0,WiFi 6E,Type-C,120,No
8920,Samsung,Galaxy S21,6.17,58809,2018,Android,3175,12,256,12,8,120,182,8.9,Glass,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.2,WiFi 6E,Type-C,18,Yes
8921,Nokia,Nokia G22,6.41,31409,2017,Android,3263,8,512,48,8,60,155,7.3,Metal,Dimensity 9000,Adreno 740,Yes,4G,5.2,WiFi 5,Type-C,120,Yes
8922,Samsung,Galaxy S23,6.36,74629,2017,Android,4499,8,256,48,32,60,231,8.0,Plastic,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.2,WiFi 6,Type-C,120,Yes
8923,Apple,iPhone 13,5.45,123762,2016,iOS,3271,8,128,108,8,60,175,8.5,Metal,Apple A16,Adreno 740,Yes,5G,5.0,WiFi 6,Type-C,18,No
8924,Nokia,Nokia G22,5.36,6229,2017,Android,4016,4,128,108,16,60,189,8.5,Metal,Apple A16,Apple GPU,No,4G,5.2,WiFi 5,Type-C,67,Yes
8925,Google,Pixel 9,6.82,13698,2017,Android,5897,6,512,12,8,60,189,7.9,Plastic,Dimensity 9000,Adreno 740,Yes,5G,5.2,WiFi 5,Type-C,67,Yes
8926,Xiaomi,Mi 11,6.29,10833,2016,Android,5419,6,128,64,32,60,176,9.4,Metal,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.2,WiFi 5,Type-C,18,Yes
8927,Motorola,Moto G73,5.16,42415,2020,Android,4744,8,64,48,32,90,181,8.8,Metal,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.1,WiFi 6E,Type-C,120,No
8928,Motorola,Moto G73,5.14,13921,2015,Android,4613,12,128,12,32,120,212,8.4,Metal,Dimensity 9000,Mali-G710,Yes,5G,5.1,WiFi 5,Type-C,33,No
8929,Nokia,Nokia G22,6.63,11693,2021,Android,4910,12,64,12,32,144,227,7.9,Plastic,Apple A16,Mali-G710,No,5G,5.2,WiFi 6E,Type-C,67,Yes
8930,Xiaomi,Mi 12,6.99,39710,2022,Android,3918,12,128,108,32,120,213,6.7,Plastic,Apple A16,Apple GPU,Yes,5G,5.1,WiFi 6E,Type-C,120,No
8931,Xiaomi,Mi 11,5.52,39772,2017,Android,3452,4,512,108,8,90,240,9.1,Glass,Dimensity 9000,Mali-G710,Yes,4G,5.2,WiFi 6,Type-C,67,No
8932,Apple,iPhone 13,6.3,146806,2025,iOS,3502,8,64,12,8,144,233,7.7,Plastic,Snapdragon 8 Gen 2,Adreno 740,Yes,4G,5.1,WiFi 5,Type-C,120,No
8933,Realme,Realme 11 Pro,6.12,26633,2018,Android,3449,6,128,64,32,120,191,9.1,Metal,Apple A16,Mali-G710,No,4G,5.1,WiFi 6,Type-C,33,No
8934,Google,Pixel 6,5.54,21044,2024,Android,3849,8,256,64,32,120,237,8.7,Plastic,Apple A16,Mali-G710,No,5G,5.2,WiFi 6,Type-C,120,No
8935,Realme,Realme GT Neo 3,5.34,7546,2017,Android,5568,4,128,108,8,120,176,8.7,Glass,Dimensity 9000,Apple GPU,Yes,4G,5.0,WiFi 6,Type-C,120,No
8936,Motorola,Moto G73,5.59,25601,2018,Android,5711,8,512,48,32,60,177,8.3,Plastic,Apple A16,Apple GPU,Yes,5G,5.2,WiFi 5,Type-C,120,Yes
8937,OnePlus,Nord CE 2,7.12,28144,2023,Android,5376,8,64,64,8,144,222,7.2,Metal,Dimensity 9000,Adreno 740,Yes,5G,5.1,WiFi 5,Type-C,33,Yes
8938,Samsung,Galaxy S21,5.65,65633,2024,Android,4159,12,128,108,32,144,232,8.4,Plastic,Dimensity 9000,Adreno 740,No,4G,5.0,WiFi 6E,Type-C,33,No
8939,Realme,Narzo 60x,5.45,57140,2019,Android,4837,8,512,108,32,144,168,8.0,Glass,Apple A16,Adreno 740,Yes,4G,5.2,WiFi 5,Type-C,67,No
8940,Motorola,Moto Edge 40,6.81,29134,2018,Android,5079,6,128,64,32,90,166,7.2,Plastic,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.2,WiFi 6,Type-C,33,Yes
8941,Samsung,Galaxy A15,6.27,107227,2015,Android,4357,12,128,48,8,60,154,9.3,Plastic,Dimensity 9000,Mali-G710,No,5G,5.2,WiFi 6E,Type-C,67,Yes
8942,Xiaomi,Redmi Note 13,7.0,50974,2024,Android,5099,4,128,12,32,60,222,7.9,Metal,Dimensity 9000,Mali-G710,No,4G,5.1,WiFi 6E,Type-C,33,No
8943,Motorola,Moto Edge 50,6.91,33727,2025,Android,3217,6,256,64,8,90,210,9.4,Metal,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.2,WiFi 6,Type-C,33,No
8944,Samsung,Galaxy S22,5.36,115056,2019,Android,4941,4,128,12,8,90,217,8.2,Plastic,Apple A16,Adreno 740,Yes,4G,5.2,WiFi 6E,Type-C,18,Yes
8945,OnePlus,Nord CE 3,6.06,31859,2022,Android,4141,4,256,64,32,120,164,8.1,Glass,Dimensity 9000,Adreno 740,No,5G,5.1,WiFi 6,Type-C,67,No
8946,Realme,Realme 11 Pro,5.3,46979,2018,Android,5547,12,256,108,16,60,150,9.5,Glass,Dimensity 9000,Apple GPU,Yes,4G,5.2,WiFi 6E,Type-C,67,No
8947,Xiaomi,Mi 12,5.82,24798,2023,Android,3365,12,64,64,16,90,207,7.8,Glass,Dimensity 9000,Adreno 740,Yes,4G,5.2,WiFi 6,Type-C,18,No
8948,Realme,Realme 11 Pro,7.09,18719,2020,Android,5618,4,64,64,8,120,196,8.6,Plastic,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.0,WiFi 6E,Type-C,120,No
8949,Motorola,Moto G84,6.4,14880,2017,Android,5191,6,512,64,8,120,200,9.2,Plastic,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.1,WiFi 6,Type-C,67,No
8950,Vivo,Vivo V27,5.99,58134,2017,Android,3451,4,64,108,16,90,178,8.6,Plastic,Dimensity 9000,Apple GPU,No,5G,5.1,WiFi 6E,Type-C,18,No
8951,Vivo,Vivo V27,7.04,38211,2020,Android,4397,4,128,48,16,90,164,9.3,Metal,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.0,WiFi 6,Type-C,120,Yes
8952,Nokia,Nokia X30,5.68,42788,2016,Android,4789,6,512,64,8,60,206,6.5,Metal,Dimensity 9000,Adreno 740,No,5G,5.1,WiFi 6,Type-C,67,No
8953,Apple,iPhone 14,5.84,96376,2019,iOS,3895,6,128,12,8,120,167,9.4,Plastic,Snapdragon 8 Gen 2,Apple GPU,Yes,4G,5.1,WiFi 6E,Type-C,18,No
8954,Oppo,Oppo Reno 8,7.01,13641,2024,Android,4270,6,512,48,32,120,154,9.1,Metal,Dimensity 9000,Adreno 740,No,5G,5.1,WiFi 6,Type-C,67,No
8955,Realme,Realme 11 Pro,6.41,57118,2019,Android,4240,8,64,108,16,60,159,7.3,Plastic,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.0,WiFi 6E,Type-C,33,Yes
8956,Oppo,Oppo Reno 9,6.78,27690,2019,Android,4140,8,128,64,16,60,225,8.2,Plastic,Snapdragon 8 Gen 2,Apple GPU,No,5G,5.2,WiFi 6,Type-C,67,Yes
8957,Vivo,Vivo V25,5.94,14335,2021,Android,4747,4,64,64,32,144,227,8.8,Plastic,Dimensity 9000,Mali-G710,Yes,4G,5.1,WiFi 6E,Type-C,33,No
8958,Vivo,Vivo Y75,6.36,58057,2023,Android,4271,6,256,108,16,90,221,7.6,Glass,Apple A16,Adreno 740,Yes,5G,5.0,WiFi 6E,Type-C,18,No
8959,OnePlus,OnePlus 9,6.14,18864,2020,Android,3560,6,64,12,16,144,223,7.6,Glass,Dimensity 9000,Apple GPU,No,5G,5.0,WiFi 5,Type-C,67,No
8960,Motorola,Moto G84,5.95,56213,2015,Android,3053,12,512,108,16,120,200,6.9,Plastic,Dimensity 9000,Mali-G710,Yes,5G,5.0,WiFi 6E,Type-C,33,No
8961,Motorola,Moto G73,6.97,35098,2023,Android,5225,4,256,108,16,120,177,7.9,Glass,Snapdragon 8 Gen 2,Mali-G710,No,4G,5.1,WiFi 6,Type-C,33,No
8962,Realme,Narzo 60x,5.13,47320,2017,Android,5560,8,256,12,8,120,155,6.9,Plastic,Dimensity 9000,Mali-G710,No,5G,5.0,WiFi 5,Type-C,67,No
8963,Oppo,Oppo Find X5,6.29,25140,2021,Android,4614,6,64,48,8,144,172,8.0,Glass,Apple A16,Apple GPU,Yes,4G,5.2,WiFi 6E,Type-C,18,Yes
8964,OnePlus,Nord CE 3,6.64,52230,2023,Android,3894,6,256,48,16,60,163,8.8,Metal,Apple A16,Apple GPU,Yes,4G,5.1,WiFi 5,Type-C,18,Yes
8965,OnePlus,Nord CE 2,5.21,35850,2016,Android,3013,8,512,108,8,144,206,7.2,Metal,Dimensity 9000,Mali-G710,Yes,5G,5.2,WiFi 5,Type-C,33,Yes
8966,Google,Pixel 6,5.11,15929,2021,Android,5011,4,64,12,32,144,160,6.9,Glass,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.2,WiFi 5,Type-C,67,No
8967,Motorola,Moto G73,6.63,36531,2021,Android,5676,4,512,108,8,144,155,7.9,Glass,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.0,WiFi 6,Type-C,67,Yes
8968,Oppo,Oppo Reno 8,6.44,37998,2022,Android,5497,12,256,48,8,90,159,8.9,Plastic,Apple A16,Apple GPU,No,5G,5.2,WiFi 5,Type-C,18,Yes
8969,Vivo,Vivo V25,7.01,47815,2019,Android,4611,4,256,12,8,144,202,6.8,Plastic,Dimensity 9000,Adreno 740,No,5G,5.1,WiFi 6E,Type-C,33,No
8970,Samsung,Galaxy S21,6.92,86945,2021,Android,5072,6,64,108,16,144,234,7.9,Plastic,Dimensity 9000,Adreno 740,Yes,5G,5.0,WiFi 6,Type-C,18,Yes
8971,Apple,iPhone 13,7.14,149202,2015,iOS,3072,6,64,12,8,60,188,6.8,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.2,WiFi 6E,Type-C,18,Yes
8972,Realme,Narzo 50,6.22,45483,2025,Android,5031,12,256,64,16,120,233,8.3,Glass,Apple A16,Mali-G710,Yes,4G,5.1,WiFi 6,Type-C,33,Yes
8973,Nokia,Nokia G22,6.64,38613,2024,Android,4304,6,64,64,32,144,236,7.4,Plastic,Apple A16,Apple GPU,Yes,4G,5.1,WiFi 5,Type-C,67,No
8974,Oppo,Oppo Reno 8,6.67,20913,2018,Android,5446,8,64,12,8,60,166,8.1,Plastic,Snapdragon 8 Gen 2,Adreno 740,No,4G,5.2,WiFi 5,Type-C,120,Yes
8975,Nokia,Nokia G22,5.64,53693,2020,Android,4777,6,128,108,32,60,197,7.7,Metal,Apple A16,Apple GPU,Yes,4G,5.0,WiFi 6,Type-C,67,Yes
8976,OnePlus,OnePlus 9,5.73,23286,2024,Android,5834,4,128,64,16,60,238,8.4,Metal,Dimensity 9000,Apple GPU,Yes,4G,5.2,WiFi 6E,Type-C,33,Yes
8977,Apple,iPhone 12,5.92,62831,2024,iOS,5026,8,512,64,32,144,233,7.2,Plastic,Apple A16,Apple GPU,No,4G,5.2,WiFi 6E,Type-C,18,Yes
8978,Xiaomi,Redmi Note 13,7.1,49182,2015,Android,5446,4,128,48,16,90,180,8.4,Glass,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.1,WiFi 5,Type-C,120,No
8979,Google,Pixel 8,6.87,9261,2021,Android,3530,8,256,12,8,60,161,6.8,Glass,Dimensity 9000,Apple GPU,Yes,4G,5.1,WiFi 6E,Type-C,67,No
8980,Apple,iPhone 15,6.3,113540,2020,iOS,3606,6,256,64,16,144,212,6.6,Glass,Snapdragon 8 Gen 2,Adreno 740,No,5G,5.2,WiFi 6,Type-C,120,Yes
8981,OnePlus,OnePlus 10,6.16,13182,2019,Android,3665,6,64,48,8,144,206,7.8,Plastic,Apple A16,Mali-G710,Yes,4G,5.0,WiFi 5,Type-C,67,No
8982,Google,Pixel 9,5.63,46763,2024,Android,3312,6,256,64,16,90,195,6.7,Metal,Apple A16,Adreno 740,No,5G,5.1,WiFi 5,Type-C,67,Yes
8983,Apple,iPhone 15,5.88,133475,2021,iOS,3932,12,128,48,32,60,176,7.9,Metal,Apple A16,Apple GPU,Yes,4G,5.2,WiFi 6,Type-C,120,Yes
8984,Oppo,Oppo Find X5,6.64,25261,2015,Android,4649,6,256,64,8,90,204,6.5,Plastic,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.2,WiFi 5,Type-C,33,No
8985,Motorola,Moto Edge 40,5.64,6225,2018,Android,5056,4,512,48,8,144,199,7.3,Plastic,Dimensity 9000,Adreno 740,Yes,4G,5.1,WiFi 6E,Type-C,33,Yes
8986,OnePlus,Nord CE 2,6.99,26265,2015,Android,4121,6,256,48,8,120,198,7.3,Glass,Dimensity 9000,Adreno 740,No,4G,5.1,WiFi 5,Type-C,33,No
8987,Samsung,Galaxy S21,6.22,15741,2015,Android,5415,8,256,48,8,60,235,8.8,Metal,Apple A16,Mali-G710,No,5G,5.1,WiFi 5,Type-C,33,Yes
8988,Oppo,Oppo Reno 9,6.2,31800,2018,Android,4696,6,64,64,32,144,189,7.4,Metal,Apple A16,Adreno 740,Yes,4G,5.2,WiFi 5,Type-C,33,No
8989,Samsung,Galaxy S23,5.4,69802,2021,Android,4146,4,512,64,16,90,157,8.4,Plastic,Apple A16,Apple GPU,Yes,4G,5.2,WiFi 6,Type-C,18,No
8990,Realme,Narzo 60x,6.22,20464,2017,Android,3825,12,64,64,32,60,185,6.8,Glass,Dimensity 9000,Adreno 740,Yes,4G,5.1,WiFi 5,Type-C,18,Yes
8991,Nokia,Nokia G21,6.77,25383,2015,Android,3804,6,256,48,32,144,214,9.0,Plastic,Dimensity 9000,Mali-G710,No,5G,5.1,WiFi 6E,Type-C,33,Yes
8992,Nokia,Nokia X30,6.27,7271,2023,Android,3325,6,128,48,32,90,206,9.1,Glass,Dimensity 9000,Mali-G710,No,5G,5.2,WiFi 5,Type-C,67,No
8993,Samsung,Galaxy S22,6.12,71266,2017,Android,5495,4,512,48,32,60,161,8.7,Metal,Apple A16,Apple GPU,Yes,4G,5.1,WiFi 6,Type-C,120,No
8994,Nokia,Nokia G21,6.23,48653,2016,Android,4912,4,256,12,32,120,239,7.6,Glass,Apple A16,Apple GPU,Yes,5G,5.2,WiFi 6,Type-C,67,Yes
8995,Motorola,Moto Edge 40,5.74,49297,2018,Android,5608,12,128,48,8,120,166,7.8,Metal,Dimensity 9000,Adreno 740,No,4G,5.2,WiFi 5,Type-C,18,No
8996,Google,Pixel 9,5.75,51203,2015,Android,5711,6,512,48,16,60,173,6.9,Plastic,Dimensity 9000,Adreno 740,No,5G,5.1,WiFi 6,Type-C,33,No
8997,Google,Pixel 8,6.01,51720,2015,Android,4598,4,512,48,16,60,155,8.0,Glass,Snapdragon 8 Gen 2,Adreno 740,Yes,5G,5.0,WiFi 5,Type-C,67,Yes
8998,OnePlus,OnePlus 10,6.92,36861,2022,Android,5235,8,128,12,32,90,170,9.2,Plastic,Dimensity 9000,Apple GPU,Yes,4G,5.1,WiFi 5,Type-C,67,Yes
8999,Xiaomi,Mi 11,5.59,33193,2017,Android,5189,12,512,108,16,144,225,6.9,Metal,Dimensity 9000,Mali-G710,Yes,5G,5.2,WiFi 5,Type-C,33,Yes
9000,Motorola,Moto G84,6.74,22210,2015,Android,3333,6,512,108,16,144,210,7.5,Glass,Dimensity 9000,Apple GPU,No,4G,5.1,WiFi 6,Type-C,120,Yes
9001,Motorola,Moto Edge 50,5.84,32394,2024,Android,3131,6,512,12,16,90,169,7.2,Glass,Dimensity 9000,Apple GPU,No,4G,5.1,WiFi 6,Type-C,120,Yes
9002,Nokia,Nokia G22,6.93,5965,2020,Android,4338,8,64,48,16,144,168,7.4,Plastic,Apple A16,Adreno 740,No,4G,5.0,WiFi 6,Type-C,18,No
9003,Motorola,Moto G73,5.59,17535,2025,Android,3971,12,128,64,32,120,217,9.3,Plastic,Apple A16,Mali-G710,Yes,5G,5.2,WiFi 6,Type-C,18,Yes
9004,Apple,iPhone 13,6.19,100235,2019,iOS,4557,4,64,12,32,60,156,9.4,Glass,Dimensity 9000,Adreno 740,Yes,5G,5.0,WiFi 6E,Type-C,67,No
9005,Google,Pixel 9,6.68,56806,2023,Android,3006,12,512,48,16,120,226,7.4,Glass,Apple A16,Mali-G710,No,5G,5.0,WiFi 6,Type-C,67,Yes
9006,Vivo,Vivo V27,6.75,57381,2020,Android,5156,4,64,108,8,120,199,7.5,Metal,Dimensity 9000,Adreno 740,No,5G,5.1,WiFi 6,Type-C,120,No
9007,Nokia,Nokia G21,7.12,57585,2025,Android,3021,6,256,108,32,90,221,7.9,Plastic,Snapdragon 8 Gen 2,Mali-G710,Yes,4G,5.0,WiFi 5,Type-C,120,Yes
9008,Nokia,Nokia G22,5.4,27907,2021,Android,3018,8,512,12,8,120,220,7.8,Plastic,Apple A16,Apple GPU,Yes,4G,5.2,WiFi 5,Type-C,18,No
9009,Motorola,Moto G73,5.45,25328,2023,Android,3274,12,64,108,16,60,183,7.8,Plastic,Apple A16,Mali-G710,No,5G,5.1,WiFi 6E,Type-C,120,No
9010,Nokia,Nokia G22,6.73,32731,2023,Android,5863,4,64,48,8,144,237,8.6,Glass,Snapdragon 8 Gen 2,Mali-G710,No,5G,5.0,WiFi 5,Type-C,33,Yes
9011,Motorola,Moto Edge 40,5.07,41614,2022,Android,5116,12,256,12,16,90,166,9.4,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.0,WiFi 5,Type-C,18,Yes
9012,OnePlus,OnePlus 11,5.57,52006,2024,Android,4205,6,128,12,8,60,230,7.1,Glass,Apple A16,Adreno 740,No,4G,5.1,WiFi 5,Type-C,120,Yes
9013,Apple,iPhone 11,6.37,77583,2017,iOS,4741,6,512,48,8,120,171,7.8,Glass,Apple A16,Adreno 740,Yes,4G,5.2,WiFi 5,Type-C,67,Yes
9014,OnePlus,Nord CE 3,5.15,5730,2025,Android,3830,12,256,108,16,144,227,8.3,Glass,Apple A16,Apple GPU,Yes,4G,5.1,WiFi 6,Type-C,33,Yes
9015,Apple,iPhone 11,6.64,122934,2015,iOS,5563,12,128,64,8,90,238,6.8,Glass,Dimensity 9000,Apple GPU,No,5G,5.2,WiFi 6E,Type-C,67,Yes
9016,Motorola,Moto G73,5.2,44189,2018,Android,5206,12,512,48,8,60,237,8.3,Metal,Apple A16,Apple GPU,Yes,4G,5.1,WiFi 6E,Type-C,120,No
9017,Google,Pixel 9,5.56,13525,2022,Android,4343,4,256,48,16,144,213,9.1,Glass,Snapdragon 8 Gen 2,Mali-G710,Yes,5G,5.0,WiFi 5,Type-C,120,No
9018,Realme,Realme GT Neo 3,5.29,40892,2021,Android,3960,4,256,64,8,120,181,9.0,Metal,Apple A16,Mali-G710,Yes,5G,5.0,WiFi 6E,Type-C,33,No
9019,Oppo,Oppo F21,6.47,49538,2022,Android,4856,12,512,12,16,90,204,7.3,Glass,Apple A16,Apple GPU,Yes,5G,5.0,WiFi 6E,Type-C,67,No
9020,Oppo,Oppo Reno 9,5.32,7742,2022,Android,4882,6,512,64,32,120,206,7.5,Metal,Dimensity 9000,Mali-G710,Yes,4G,5.0,WiFi 5,Type-C,18,No
9021,Apple,iPhone 11,6.22,82972,2020,iOS,4176,8,128,108,8,120,218,7.7,Metal,Apple A16,Mali-G710,No,5G,5.2,WiFi 6E,Type-C,120,No
9022,Google,Pixel 7,5.6,19168,2023,Android,3481,12,128,64,32,90,162,8.2,Glass,Apple A16,Mali-G710,Yes,4G,5.1,WiFi 6,Type-C,120,Yes
9023,Oppo,Oppo Find X5,5.34,15209,2023,Android,3995,12,512,12,32,144,209,8.8,Metal,Apple A16,Adreno 740,No,4G,5.0,WiFi 5,Type-C,18,Yes
9024,Motorola,Moto G84,6.85,34652,2022,Android,3482,6,64,108,32,144,183,7.2,Metal,Apple A16,Adreno 740,Yes,5G,5.2,WiFi 6E,Type-C,33,No
9025,Samsung,Galaxy Note 20,6.11,31712,2016,Android,3395,4,64,48,32,90,172,7.9,Plastic,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.2,WiFi 6E,Type-C,18,No
9026,Vivo,Vivo V27,6.81,26520,2017,Android,4860,8,128,48,8,90,229,7.3,Glass,Apple A16,Apple GPU,Yes,5G,5.2,WiFi 6,Type-C,67,No
9027,Xiaomi,Mi 12,6.5,32152,2017,Android,5876,6,128,108,32,90,194,8.4,Plastic,Apple A16,Mali-G710,No,4G,5.1,WiFi 5,Type-C,67,Yes
9028,OnePlus,Nord CE 3,5.85,47292,2021,Android,3642,6,256,48,8,144,195,9.1,Plastic,Snapdragon 8 Gen 2,Apple GPU,No,4G,5.0,WiFi 6E,Type-C,18,Yes
9029,Realme,Narzo 60x,7.03,6156,2016,Android,5305,12,128,108,32,120,190,7.4,Glass,Dimensity 9000,Mali-G710,No,5G,5.2,WiFi 6,Type-C,120,No
9030,Realme,Realme GT Neo 3,6.73,29245,2022,Android,4407,6,256,12,8,90,155,7.6,Plastic,Snapdragon 8 Gen 2,Apple GPU,Yes,5G,5.2,WiFi 5,Type-C,33,No
9031,Realme,Narzo 60x,6.72,47973,2015,Android,5385,4,128,108,16,60,154,6.7,Plastic,Apple A16,Adreno 740,No,4G,5.0,WiFi 6,Type-C,33,No
9032,Vivo,Vivo V25,5.78,41924,2021,Android,5542,12,128,64,16,90,172,9.3,Glass,Apple A16,Adreno 740,Yes,5G,5.0,WiFi 5,Type-C,67,No
